Date,Open,High,Low,Close
31-August-2015,10771.85,10849.40,10690.95,10734.42,
1-September-2015,10677.75,10693.52,10437.15,10523.83,
2-September-2015,10569.34,10620.46,10422.42,10437.07,
3-September-2015,10485.72,10593.00,10485.72,10560.21,
4-September-2015,10553.69,10555.37,10277.85,10359.90,
7-September-2015,10395.36,10419.69,10117.74,10132.58,
8-September-2015,10149.50,10291.98,10012.95,10235.71,
9-September-2015,10334.38,10496.57,10334.38,10434.37,
10-September-2015,10356.57,10546.49,10221.68,10502.52,
11-September-2015,10528.80,10637.77,10483.98,10519.96,
14-September-2015,10541.40,10661.12,10541.19,10653.14,
15-September-2015,10668.24,10704.16,10548.28,10570.88,
16-September-2015,10613.40,10650.09,10527.75,10552.66,
18-September-2015,10599.12,10755.11,10599.12,10646.06,
21-September-2015,10631.97,10706.04,10572.97,10692.79,
22-September-2015,10730.74,10769.31,10488.93,10524.54,
23-September-2015,10466.40,10594.34,10395.47,10574.19,
24-September-2015,10578.19,10645.33,10559.66,10597.87,
28-September-2015,10611.41,10671.57,10562.17,10573.12,
29-September-2015,10532.37,10657.89,10418.46,10617.30,
30-September-2015,10665.48,10809.04,10664.88,10799.20,
1-October-2015,10848.85,10881.10,10791.74,10818.68,
5-October-2015,10868.63,11027.76,10868.63,11012.57,
6-October-2015,11058.59,11084.83,11003.30,11046.54,
7-October-2015,11055.48,11096.65,11026.45,11056.21,
8-October-2015,11069.09,11069.87,10925.00,10944.74,
9-October-2015,10972.40,11057.77,10909.63,10937.76,
12-October-2015,10955.97,11003.92,10918.32,10954.70,
13-October-2015,10967.61,10991.41,10903.48,10957.09,
14-October-2015,10957.09,10986.18,10910.80,10919.86,
15-October-2015,10948.71,11028.99,10948.54,11006.60,
16-October-2015,11036.53,11054.48,10997.75,11047.92,
19-October-2015,11062.28,11132.76,11057.54,11124.31,
20-October-2015,11135.31,11217.59,11132.66,11183.60,
21-October-2015,11207.42,11233.49,11122.61,11166.93,
23-October-2015,11225.89,11257.03,11132.60,11138.23,
26-October-2015,11157.28,11172.12,11065.51,11080.63,
27-October-2015,11084.48,11105.29,11064.76,11098.05,
28-October-2015,11081.16,11128.76,10991.86,11036.87,
29-October-2015,11053.27,11057.92,10980.53,10988.80,
30-October-2015,11014.09,11077.86,10951.91,10974.60,
2-November-2015,10989.48,10994.05,10905.67,10983.25,
3-November-2015,11020.31,11043.67,10982.28,11013.50,
4-November-2015,11041.47,11087.40,11017.90,11034.20,
5-November-2015,11035.16,11035.94,10858.07,10871.46,
6-November-2015,10881.29,10916.78,10783.98,10826.63,
9-November-2015,10701.40,10905.51,10620.32,10871.75,
10-November-2015,10864.07,10875.47,10673.26,10688.86,
11-November-2015,10776.17,10812.99,10770.05,10801.24,
13-November-2015,10770.59,10770.59,10606.25,10653.48,
16-November-2015,10651.66,10693.07,10601.73,10677.31,
17-November-2015,10704.79,10739.47,10658.28,10710.61,
18-November-2015,10714.59,10748.64,10621.21,10637.66,
19-November-2015,10678.65,10776.43,10677.23,10765.79,
20-November-2015,10779.43,10902.63,10779.17,10858.41,
23-November-2015,10891.92,10929.77,10878.59,10897.66,
24-November-2015,10910.04,10942.76,10886.12,10906.21,
26-November-2015,10922.52,10954.01,10922.50,10934.72,
27-November-2015,10961.05,11014.23,10937.90,10984.57,
30-November-2015,11004.36,11033.67,10981.09,10989.76,
1-December-2015,11015.59,11087.31,11015.59,11075.83,
2-December-2015,11091.55,11119.58,11039.36,11097.58,
3-December-2015,11104.69,11110.18,11035.45,11050.88,
4-December-2015,11045.55,11045.55,10922.33,10935.11,
7-December-2015,10978.93,11001.76,10916.73,10924.40,
8-December-2015,10916.55,10947.62,10786.20,10796.92,
9-December-2015,10794.31,10799.00,10590.60,10606.80,
10-December-2015,10617.10,10711.67,10553.39,10701.97,
11-December-2015,10728.58,10750.82,10542.40,10576.02,
14-December-2015,10573.84,10673.05,10516.43,10645.41,
15-December-2015,10657.19,10712.19,10640.54,10705.55,
16-December-2015,10724.69,10821.86,10724.42,10743.00,
17-December-2015,10766.15,10919.78,10766.15,10910.70,
18-December-2015,10895.24,10974.00,10874.38,10919.25,
21-December-2015,10927.91,11002.89,10920.60,10988.74,
22-December-2015,10994.98,11041.68,10945.88,10954.24,
23-December-2015,10961.80,11034.31,10961.50,10987.50,
24-December-2015,11009.41,11039.78,10991.93,11018.17,
28-December-2015,11028.99,11067.97,11027.51,11034.09,
29-December-2015,11042.73,11105.76,11042.31,11080.62,
30-December-2015,11103.11,11146.78,11093.60,11103.83,
31-December-2015,11125.15,11152.93,11090.94,11143.08,
1-January-2016,11151.96,11252.76,11150.07,11245.42,
4-January-2016,11251.41,11299.59,11066.61,11110.45,
5-January-2016,11131.39,11182.18,11090.26,11172.43,
6-January-2016,11183.28,11237.68,11112.72,11139.49,
7-January-2016,11091.90,11091.90,10827.81,10849.23,
8-January-2016,10888.81,11018.59,10888.39,10992.26,
11-January-2016,10958.16,10961.22,10822.63,10887.69,
12-January-2016,10893.13,10943.82,10771.93,10785.79,
13-January-2016,10831.51,10901.52,10525.11,10736.42,
14-January-2016,10664.57,10721.71,10521.64,10629.07,
15-January-2016,10670.89,10705.03,10323.37,10343.73,
18-January-2016,10338.34,10339.69,10044.96,10062.35,
19-January-2016,10068.89,10253.22,10045.22,10238.44,
20-January-2016,10190.34,10190.34,9892.36,10032.45,
21-January-2016,10092.92,10206.83,9955.39,10002.74,
22-January-2016,10052.80,10221.52,10052.43,10193.05,
25-January-2016,10246.79,10312.29,10207.41,10217.05,
27-January-2016,10232.88,10290.74,10183.85,10247.88,
28-January-2016,10254.29,10265.86,10192.84,10211.08,
29-January-2016,10217.70,10433.84,10207.76,10417.26,
1-February-2016,10476.45,10497.75,10422.06,10476.82,
2-February-2016,10484.91,10529.87,10268.83,10294.52,
3-February-2016,10232.61,10259.37,10111.19,10160.76,
4-February-2016,10220.14,10279.53,10059.79,10142.09,
5-February-2016,10167.84,10356.70,10154.97,10335.07,
8-February-2016,10364.05,10450.05,10295.72,10311.10,
9-February-2016,10272.10,10272.10,10104.28,10114.11,
10-February-2016,10109.61,10109.61,9957.97,10018.12,
11-February-2016,10012.35,10012.35,9652.15,9690.90,
12-February-2016,9726.83,9740.57,9393.15,9615.24,
15-February-2016,9703.14,9968.02,9703.04,9949.13,
16-February-2016,9989.14,10003.34,9692.38,9707.11,
17-February-2016,9709.87,9772.07,9489.31,9752.59,
18-February-2016,9811.40,9893.51,9715.76,9814.35,
19-February-2016,9806.01,9836.75,9752.91,9802.77,
22-February-2016,9853.51,9882.95,9818.12,9876.06,
23-February-2016,9891.09,9895.26,9715.81,9731.28,
24-February-2016,9737.08,9737.08,9635.92,9654.52,
25-February-2016,9681.63,9685.77,9533.98,9544.37,
26-February-2016,9590.77,9642.97,9519.96,9572.68,
29-February-2016,9584.31,9651.77,9389.35,9575.10,
1-March-2016,9594.04,9877.52,9592.05,9866.27,
2-March-2016,9922.50,10105.85,9922.50,10051.86,
3-March-2016,10092.86,10121.88,10043.74,10110.46,
4-March-2016,10141.06,10237.69,10087.57,10224.84,
8-March-2016,10239.67,10302.90,10149.43,10199.44,
9-March-2016,10193.56,10303.58,10135.20,10295.51,
10-March-2016,10319.74,10349.16,10245.86,10262.09,
11-March-2016,10271.11,10331.06,10225.16,10270.70,
14-March-2016,10304.29,10362.62,10266.93,10302.62,
15-March-2016,10314.48,10322.62,10202.77,10221.51,
16-March-2016,10219.29,10219.29,10081.51,10179.85,
17-March-2016,10234.14,10302.70,10208.58,10232.92,
18-March-2016,10245.17,10316.85,10208.23,10300.37,
21-March-2016,10329.38,10461.05,10316.74,10444.24,
22-March-2016,10470.56,10533.25,10420.24,10498.83,
23-March-2016,10516.25,10534.85,10474.01,10524.47,
28-March-2016,10536.76,10548.75,10349.53,10381.41,
29-March-2016,10391.95,10409.31,10313.01,10359.81,
30-March-2016,10409.92,10556.87,10402.62,10547.24,
31-March-2016,10556.80,10641.10,10531.51,10618.95,
1-April-2016,10631.44,10673.32,10595.77,10642.32,
4-April-2016,10670.95,10691.61,10630.80,10668.29,
5-April-2016,10669.84,10669.84,10492.35,10511.24,
6-April-2016,10522.22,10593.99,10490.55,10573.83,
7-April-2016,10595.92,10616.29,10510.44,10526.54,
8-April-2016,10532.15,10605.22,10513.12,10594.26,
11-April-2016,10605.93,10715.61,10602.42,10709.79,
12-April-2016,10721.93,10828.66,10717.24,10817.39,
13-April-2016,10862.03,10968.94,10859.06,10916.30,
18-April-2016,10927.72,11061.22,10901.63,11053.30,
20-April-2016,11079.59,11124.08,11027.78,11064.13,
21-April-2016,11085.95,11134.90,10981.40,11009.30,
22-April-2016,11013.24,11053.42,10989.75,11018.64,
25-April-2016,11040.47,11058.96,10971.48,11003.75,
26-April-2016,11009.12,11103.75,10980.61,11090.49,
27-April-2016,11109.70,11166.10,11088.79,11104.84,
28-April-2016,11109.56,11164.15,11009.80,11018.47,
29-April-2016,11010.67,11067.55,10935.30,11042.92,
2-May-2016,11066.69,11173.07,11035.85,11164.40,
3-May-2016,11187.20,11251.07,11055.59,11069.36,
4-May-2016,11063.42,11070.49,10916.31,10933.93,
5-May-2016,10954.76,10981.59,10891.05,10924.50,
6-May-2016,10929.07,10985.02,10879.64,10965.28,
9-May-2016,10971.53,11110.95,10971.45,11102.18,
10-May-2016,11110.75,11142.06,11097.81,11124.88,
11-May-2016,11067.27,11179.64,11010.51,11143.31,
12-May-2016,11160.00,11233.06,11160.00,11220.67,
13-May-2016,11231.51,11263.49,11144.47,11156.07,
16-May-2016,11166.00,11205.76,11130.92,11189.07,
17-May-2016,11221.52,11272.19,11195.59,11203.61,
18-May-2016,11186.23,11213.83,11141.10,11202.69,
19-May-2016,11206.49,11237.38,11067.84,11077.23,
20-May-2016,11088.79,11130.87,11010.96,11023.18,
23-May-2016,11032.37,11076.12,10980.27,10991.09,
24-May-2016,10994.07,11003.65,10902.35,10973.30,
25-May-2016,11016.97,11097.09,11015.81,11079.97,
26-May-2016,11085.49,11205.12,11085.49,11191.27,
27-May-2016,11219.04,11364.23,11217.16,11347.03,
30-May-2016,11372.97,11423.24,11324.64,11386.36,
31-May-2016,11414.43,11423.33,11338.13,11366.04,
1-June-2016,11389.00,11441.27,11320.33,11332.32,
2-June-2016,11332.52,11414.82,11302.69,11406.72,
3-June-2016,11428.83,11492.52,11377.82,11394.64,
6-June-2016,11408.26,11423.79,11362.32,11384.14,
7-June-2016,11398.56,11456.77,11394.30,11417.06,
8-June-2016,11425.70,11485.63,11425.70,11475.91,
9-June-2016,11495.10,11521.07,11400.94,11421.84,
10-June-2016,11427.34,11490.90,11359.95,11376.37,
13-June-2016,11344.39,11344.39,11245.38,11319.66,
14-June-2016,11348.31,11371.98,11287.16,11340.45,
15-June-2016,11369.06,11428.55,11356.87,11406.70,
16-June-2016,11408.08,11414.99,11285.47,11364.63,
17-June-2016,11388.99,11442.07,11321.66,11359.06,
20-June-2016,11334.70,11421.94,11278.72,11404.15,
21-June-2016,11428.03,11453.94,11405.25,11418.31,
22-June-2016,11431.13,11462.10,11374.26,11405.01,
23-June-2016,11404.41,11446.06,11370.32,11436.17,
24-June-2016,11244.07,11318.01,11010.99,11313.41,
27-June-2016,11328.68,11423.38,11301.85,11404.05,
28-June-2016,11423.90,11481.43,11419.45,11459.21,
29-June-2016,11491.32,11586.77,11490.46,11571.94,
30-June-2016,11592.45,11733.43,11592.45,11717.22,
1-July-2016,11751.61,11885.19,11751.22,11857.56,
4-July-2016,11892.87,11970.17,11892.87,11926.63,
5-July-2016,11933.54,11966.95,11875.89,11916.69,
7-July-2016,11924.64,11944.11,11858.45,11867.39,
8-July-2016,11881.12,11912.23,11825.46,11880.37,
11-July-2016,11925.69,12078.59,11924.98,12057.27,
12-July-2016,12083.29,12130.05,12065.58,12116.53,
13-July-2016,12141.32,12163.41,12018.04,12049.52,
14-July-2016,12064.18,12122.05,12044.13,12114.78,
15-July-2016,12148.01,12203.39,12111.41,12125.21,
18-July-2016,12165.22,12188.49,12038.36,12050.05,
19-July-2016,12067.98,12102.59,11997.93,12071.97,
20-July-2016,12085.24,12193.06,12084.39,12181.19,
21-July-2016,12244.01,12276.38,12150.50,12157.80,
22-July-2016,12173.53,12283.84,12161.86,12277.25,
25-July-2016,12302.42,12410.35,12292.21,12400.20,
26-July-2016,12425.61,12520.08,12395.36,12421.23,
27-July-2016,12451.05,12522.81,12397.30,12495.88,
28-July-2016,12520.34,12608.24,12508.10,12573.28,
29-July-2016,12603.76,12704.84,12586.47,12661.06,
1-August-2016,12734.00,12818.39,12594.50,12708.73,
2-August-2016,12735.69,12802.97,12616.71,12629.97,
3-August-2016,12639.20,12655.16,12416.75,12440.63,
4-August-2016,12529.66,12538.24,12398.17,12487.58,
5-August-2016,12524.68,12707.60,12521.65,12698.44,
8-August-2016,12745.67,12849.01,12703.24,12824.32,
9-August-2016,12846.55,12846.55,12703.04,12779.97,
10-August-2016,12789.90,12808.20,12615.22,12644.36,
11-August-2016,12657.77,12678.74,12532.91,12648.01,
12-August-2016,12658.08,12789.89,12656.30,12753.41,
16-August-2016,12792.86,12855.50,12746.54,12823.70,
17-August-2016,12841.72,12922.76,12834.13,12911.61,
18-August-2016,12937.42,12994.08,12931.20,12967.71,
19-August-2016,12996.35,13063.08,12983.99,13035.17,
22-August-2016,13053.76,13079.56,12962.23,12981.03,
23-August-2016,12995.42,12995.45,12884.90,12945.30,
24-August-2016,12965.08,13039.34,12961.89,13023.88,
25-August-2016,13050.80,13100.26,12957.93,12977.94,
26-August-2016,13004.55,13055.74,12939.11,13000.15,
29-August-2016,13022.67,13077.79,12937.49,13064.33,
30-August-2016,13093.50,13182.74,13093.34,13168.39,
31-August-2016,13187.87,13283.94,13187.11,13217.31,
1-September-2016,13235.66,13275.72,13125.19,13166.87,
2-September-2016,13184.29,13241.92,13181.11,13230.94,
6-September-2016,13282.20,13488.33,13282.20,13474.12,
7-September-2016,13510.59,13525.71,13428.25,13459.47,
8-September-2016,13481.70,13489.34,13415.88,13479.37,
9-September-2016,13456.85,13474.96,13322.56,13345.32,
12-September-2016,13222.01,13222.01,12937.73,12951.89,
14-September-2016,12976.91,13135.40,12955.75,13125.13,
15-September-2016,13134.98,13153.01,13046.40,13092.11,
16-September-2016,13143.88,13272.36,13027.98,13050.51,
19-September-2016,13079.62,13148.47,13069.01,13132.37,
20-September-2016,13157.94,13182.98,13097.82,13120.60,
21-September-2016,13135.25,13193.13,13096.41,13111.77,
22-September-2016,13210.49,13302.21,13201.95,13294.56,
23-September-2016,13314.34,13398.71,13303.68,13331.97,
26-September-2016,13331.42,13355.21,13239.31,13260.82,
27-September-2016,13280.15,13347.43,13243.14,13275.62,
28-September-2016,13318.93,13409.89,13298.42,13397.00,
29-September-2016,13448.39,13492.16,12838.70,12914.71,
30-September-2016,12913.31,13184.86,12886.97,13166.68,
3-October-2016,13191.54,13490.00,13189.36,13482.76,
4-October-2016,13519.09,13572.60,13475.40,13549.51,
5-October-2016,13575.42,13638.87,13521.79,13617.36,
6-October-2016,13653.77,13713.09,13483.78,13540.98,
7-October-2016,13578.62,13621.71,13491.36,13542.62,
10-October-2016,13583.14,13626.63,13506.15,13515.05,
13-October-2016,13518.02,13518.02,13205.79,13311.96,
14-October-2016,13331.78,13431.67,13331.01,13419.62,
17-October-2016,13448.16,13485.82,13268.65,13292.24,
18-October-2016,13335.69,13558.03,13335.69,13543.99,
19-October-2016,13568.57,13595.68,13487.69,13552.71,
20-October-2016,13587.02,13651.59,13549.32,13560.19,
21-October-2016,13578.67,13611.77,13518.65,13602.38,
24-October-2016,13632.06,13669.04,13568.52,13584.93,
25-October-2016,13568.97,13580.23,13491.00,13543.70,
26-October-2016,13543.72,13572.24,13391.97,13421.34,
27-October-2016,13379.98,13386.00,13225.12,13282.17,
28-October-2016,13320.55,13428.31,13308.82,13408.27,
30-October-2016,13474.14,13493.86,13458.01,13473.11,
1-November-2016,13501.31,13534.12,13427.68,13441.43,
2-November-2016,13393.47,13393.47,13181.24,13194.00,
3-November-2016,13215.15,13285.84,12985.58,13014.56,
4-November-2016,13035.63,13049.66,12752.99,12839.53,
7-November-2016,12908.72,13049.01,12893.63,12914.89,
8-November-2016,12950.14,12977.84,12865.18,12961.42,
9-November-2016,12424.53,12751.27,11886.84,12721.66,
10-November-2016,12874.59,13043.99,12873.93,12931.58,
11-November-2016,12843.42,12843.42,12422.49,12464.02,
15-November-2016,12487.24,12488.97,11899.43,11977.02,
16-November-2016,12036.20,12197.60,11938.38,12044.47,
17-November-2016,12060.95,12163.96,11965.39,11999.25,
18-November-2016,12037.37,12105.00,11990.18,12072.43,
21-November-2016,12098.14,12116.55,11718.03,11734.33,
22-November-2016,11793.91,11926.99,11728.58,11897.52,
23-November-2016,11956.84,12059.44,11897.89,12042.45,
24-November-2016,12031.37,12062.21,11944.70,12026.26,
25-November-2016,12039.79,12199.19,12035.97,12183.02,
28-November-2016,12194.29,12318.59,12161.80,12301.29,
29-November-2016,12314.76,12434.47,12314.62,12366.86,
30-November-2016,12405.43,12512.26,12400.25,12498.62,
1-December-2016,12520.71,12545.62,12345.67,12355.03,
2-December-2016,12345.44,12345.68,12176.18,12199.18,
5-December-2016,12230.20,12295.84,12203.50,12280.06,
6-December-2016,12310.56,12401.34,12310.20,12344.34,
7-December-2016,12366.73,12404.40,12258.77,12324.54,
8-December-2016,12363.45,12523.59,12360.40,12508.34,
9-December-2016,12533.26,12547.88,12495.55,12535.22,
12-December-2016,12544.66,12565.56,12363.96,12395.65,
13-December-2016,12415.59,12427.79,12300.84,12341.89,
14-December-2016,12354.88,12368.97,12231.04,12241.19,
15-December-2016,12218.70,12336.13,12155.27,12240.89,
16-December-2016,12257.69,12275.18,12182.80,12236.57,
19-December-2016,12267.81,12268.31,12157.18,12174.04,
20-December-2016,12188.47,12200.85,11996.78,12004.16,
21-December-2016,12014.13,12057.54,11973.95,11984.64,
22-December-2016,11979.32,11984.16,11792.58,11808.57,
23-December-2016,11801.59,11875.99,11728.76,11760.78,
26-December-2016,11778.57,11778.57,11492.19,11505.83,
27-December-2016,11536.54,11716.44,11448.65,11702.83,
28-December-2016,11736.83,11856.36,11731.63,11764.82,
29-December-2016,11773.12,11917.94,11764.48,11904.55,
30-December-2016,11948.78,12066.12,11948.43,12031.34,
2-January-2017,12073.51,12144.18,12008.69,12131.40,
3-January-2017,12151.37,12224.67,12135.46,12205.13,
4-January-2017,12239.87,12288.16,12179.08,12194.63,
5-January-2017,12228.83,12364.24,12228.83,12355.63,
6-January-2017,12386.84,12448.36,12297.37,12321.72,
9-January-2017,12344.01,12371.03,12319.40,12349.80,
10-January-2017,12372.77,12455.89,12365.68,12448.56,
11-January-2017,12477.23,12633.08,12477.23,12618.58,
12-January-2017,12638.37,12666.66,12573.64,12642.49,
13-January-2017,12670.79,12698.51,12594.42,12639.03,
16-January-2017,12659.06,12695.26,12609.07,12673.00,
17-January-2017,12698.00,12757.21,12651.48,12672.79,
18-January-2017,12694.47,12776.82,12690.73,12729.41,
19-January-2017,12744.81,12799.11,12736.54,12781.17,
20-January-2017,12783.98,12787.91,12564.85,12583.89,
23-January-2017,12591.30,12652.72,12562.65,12644.75,
24-January-2017,12679.41,12783.78,12667.36,12766.72,
25-January-2017,12790.70,12891.36,12784.75,12881.66,
27-January-2017,12908.51,13030.97,12904.07,12964.73,
30-January-2017,12968.72,13025.90,12927.77,13000.95,
31-January-2017,13038.42,13043.11,12836.86,12857.47,
1-February-2017,12888.48,13095.06,12836.10,13085.24,
2-February-2017,13117.56,13237.74,13096.80,13205.36,
3-February-2017,13253.00,13364.08,13251.17,13285.41,
6-February-2017,13341.38,13441.51,13340.51,13430.94,
7-February-2017,13452.44,13487.63,13342.75,13406.98,
8-February-2017,13450.50,13496.49,13363.14,13474.98,
9-February-2017,13486.13,13548.84,13393.02,13506.61,
10-February-2017,13538.65,13562.69,13451.36,13468.41,
13-February-2017,13492.86,13514.44,13340.79,13417.95,
14-February-2017,13439.46,13439.46,13308.71,13342.59,
15-February-2017,13359.91,13363.87,13159.91,13187.82,
16-February-2017,13203.49,13363.71,13164.88,13352.59,
17-February-2017,13403.18,13455.26,13369.43,13422.89,
20-February-2017,13462.29,13529.10,13426.73,13514.49,
21-February-2017,13522.75,13601.42,13516.49,13585.33,
22-February-2017,13598.58,13610.20,13480.25,13506.93,
23-February-2017,13510.22,13579.42,13506.98,13532.11,
27-February-2017,13547.54,13576.62,13522.35,13533.78,
28-February-2017,13549.79,13596.94,13510.38,13552.22,
1-March-2017,13551.87,13630.43,13551.30,13569.56,
2-March-2017,13608.26,13652.00,13354.32,13377.78,
3-March-2017,13386.15,13418.79,13317.35,13409.04,
6-March-2017,13443.82,13500.57,13440.66,13485.27,
7-March-2017,13516.86,13540.00,13483.62,13503.84,
8-March-2017,13512.24,13535.48,13368.73,13428.27,
9-March-2017,13424.64,13459.21,13379.62,13399.68,
10-March-2017,13422.47,13481.80,13343.40,13365.59,
14-March-2017,13567.85,13600.21,13483.90,13557.20,
15-March-2017,13585.42,13723.10,13580.58,13700.59,
16-March-2017,13741.90,13922.96,13741.90,13912.35,
17-March-2017,13951.22,13962.11,13834.88,13893.14,
20-March-2017,13919.34,13934.35,13874.69,13916.79,
21-March-2017,13926.71,13927.23,13781.41,13853.52,
22-March-2017,13823.83,13823.83,13676.43,13721.45,
23-March-2017,13761.94,13866.64,13761.94,13853.40,
24-March-2017,13863.61,13923.55,13834.21,13849.18,
27-March-2017,13875.95,13890.27,13794.15,13812.08,
28-March-2017,13857.01,13926.01,13843.56,13911.65,
29-March-2017,13948.78,13979.52,13897.64,13930.60,
30-March-2017,13956.75,14009.37,13944.42,13985.52,
31-March-2017,13992.84,14109.98,13991.05,14096.65,
3-April-2017,14142.63,14197.67,14125.80,14189.69,
5-April-2017,14228.43,14266.94,14195.41,14255.55,
6-April-2017,14270.66,14285.76,14204.58,14276.54,
7-April-2017,14258.10,14360.57,14209.28,14233.16,
10-April-2017,14281.57,14343.17,14246.73,14322.29,
11-April-2017,14347.12,14433.30,14339.36,14378.72,
12-April-2017,14390.63,14442.59,14214.78,14346.87,
13-April-2017,14359.92,14381.13,14327.52,14350.96,
17-April-2017,14363.12,14405.47,14317.00,14387.07,
18-April-2017,14437.68,14549.19,14282.04,14296.13,
19-April-2017,14307.33,14404.63,14275.90,14390.26,
20-April-2017,14426.85,14515.32,14426.85,14485.49,
21-April-2017,14529.42,14567.43,14444.95,14487.92,
24-April-2017,14528.81,14629.47,14519.11,14625.73,
25-April-2017,14709.20,14787.81,14707.65,14780.58,
26-April-2017,14803.14,14849.66,14642.70,14762.73,
27-April-2017,14788.60,14814.25,14752.62,14772.45,
28-April-2017,14787.78,14834.25,14758.25,14798.45,
2-May-2017,14829.81,14904.73,14738.60,14855.34,
3-May-2017,14892.73,14948.37,14790.04,14810.21,
4-May-2017,14853.85,14906.28,14841.16,14880.86,
5-May-2017,14889.65,14897.87,14664.19,14718.48,
8-May-2017,14763.29,14834.45,14759.14,14792.60,
9-May-2017,14826.68,14850.20,14779.37,14821.13,
10-May-2017,14854.91,14970.56,14853.91,14949.54,
11-May-2017,14996.55,15051.78,14943.57,14957.13,
12-May-2017,14976.70,14978.01,14791.68,14854.45,
15-May-2017,14902.22,15046.85,14901.95,15040.47,
16-May-2017,15055.29,15092.39,15022.69,15080.39,
17-May-2017,15101.83,15122.77,15060.10,15076.97,
18-May-2017,15024.37,15025.01,14737.85,14750.85,
19-May-2017,14825.23,14888.96,14521.57,14644.00,
22-May-2017,14716.69,14762.16,14456.81,14467.10,
23-May-2017,14482.81,14482.81,14091.11,14240.88,
24-May-2017,14284.57,14292.33,13995.23,14037.70,
25-May-2017,14095.20,14265.46,14052.45,14227.01,
26-May-2017,14260.33,14535.09,14244.24,14519.90,
29-May-2017,14557.04,14575.88,14297.56,14369.90,
30-May-2017,14369.37,14508.27,14276.66,14489.76,
31-May-2017,14556.74,14652.14,14541.41,14625.29,
1-June-2017,14643.29,14711.83,14628.20,14696.19,
2-June-2017,14746.35,14814.59,14746.35,14801.48,
5-June-2017,14834.09,14880.55,14809.35,14824.06,
6-June-2017,14862.26,14868.57,14679.16,14732.39,
7-June-2017,14759.96,14820.29,14741.75,14800.85,
8-June-2017,14839.82,14883.00,14802.37,14834.42,
9-June-2017,14844.02,14883.73,14778.08,14875.36,
12-June-2017,14872.51,14875.62,14760.26,14796.09,
13-June-2017,14855.04,14892.55,14774.20,14798.20,
14-June-2017,14801.65,14809.10,14701.26,14799.41,
15-June-2017,14815.95,14835.98,14751.74,14781.77,
16-June-2017,14803.41,14893.18,14773.69,14807.33,
19-June-2017,14844.76,14886.82,14805.32,14817.74,
20-June-2017,14858.14,14898.10,14826.33,14845.29,
21-June-2017,14866.28,14880.85,14819.76,14850.74,
22-June-2017,14882.07,14942.82,14739.89,14763.07,
23-June-2017,14787.85,14801.86,14508.79,14583.81,
27-June-2017,14613.48,14630.83,14375.65,14468.88,
28-June-2017,14497.09,14541.29,14404.55,14502.69,
29-June-2017,14544.84,14628.48,14535.40,14552.49,
30-June-2017,14546.97,14661.40,14485.75,14644.48,
3-July-2017,14687.98,14822.40,14664.73,14809.37,
4-July-2017,14859.21,14890.13,14729.39,14758.84,
5-July-2017,14795.30,14921.78,14770.00,14901.99,
6-July-2017,14942.07,15010.00,14926.45,14947.35,
7-July-2017,14938.69,14985.51,14914.04,14941.77,
10-July-2017,14985.07,15055.24,14980.89,15041.54,
11-July-2017,15077.20,15098.58,14910.06,14923.06,
12-July-2017,14958.77,15093.96,14954.13,15084.34,
13-July-2017,15134.18,15206.41,15126.84,15153.54,
14-July-2017,15190.98,15212.10,15087.86,15187.41,
17-July-2017,15206.71,15247.90,15155.84,15197.45,
18-July-2017,15193.90,15233.09,15086.44,15106.85,
19-July-2017,15144.21,15268.69,15144.21,15258.83,
20-July-2017,15259.15,15275.91,15161.49,15179.27,
21-July-2017,15197.35,15235.27,15075.99,15185.53,
24-July-2017,15191.87,15264.89,15190.20,15226.41,
25-July-2017,15256.53,15322.65,15230.38,15312.60,
26-July-2017,15356.04,15405.89,15314.46,15339.76,
27-July-2017,15373.78,15441.01,15235.05,15255.66,
28-July-2017,15246.13,15342.45,15201.52,15329.56,
31-July-2017,15362.32,15401.86,15322.07,15389.57,
1-August-2017,15435.12,15481.65,15425.49,15458.31,
2-August-2017,15487.74,15490.75,15366.92,15411.96,
3-August-2017,15444.82,15469.98,15307.07,15335.12,
4-August-2017,15314.18,15478.21,15251.46,15436.95,
7-August-2017,15481.16,15631.85,15476.50,15600.27,
8-August-2017,15605.46,15642.07,15357.80,15413.15,
9-August-2017,15375.57,15377.29,15107.55,15156.67,
10-August-2017,15136.28,15138.29,14576.83,14755.85,
11-August-2017,14674.64,14896.74,14484.70,14726.27,
14-August-2017,14782.51,15110.69,14782.33,15092.62,
16-August-2017,15135.11,15299.50,15068.80,15282.34,
17-August-2017,15298.45,15406.63,15207.20,15228.52,
18-August-2017,15199.66,15243.39,15084.93,15208.46,
21-August-2017,15292.34,15304.11,14959.07,14987.43,
22-August-2017,15033.67,15124.59,14889.70,14925.89,
23-August-2017,14973.48,15148.74,14970.92,15131.38,
24-August-2017,15152.15,15266.96,15134.38,15252.10,
28-August-2017,15284.66,15426.24,15283.86,15407.92,
29-August-2017,15408.81,15428.24,15259.63,15277.65,
30-August-2017,15306.37,15525.21,15306.24,15505.84,
31-August-2017,15530.59,15558.18,15487.72,15539.79,
1-September-2017,15562.98,15708.71,15562.95,15686.66,
4-September-2017,15709.73,15741.04,15432.69,15580.42,
5-September-2017,15599.21,15691.99,15570.60,15678.15,
6-September-2017,15652.27,15741.59,15567.25,15705.00,
7-September-2017,15784.91,15852.89,15776.99,15823.86,
